timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
25926.749;1020;0.002;0.94;90;1003638;0;4;25910;28.7;0;3;90
32567.753;1020;-0.343;5.04;84;1003638;0;4;32552;26.7;0;3;90
32628.749;1020;-0.898;4.90;85;1003717;0;4;32612;27.7;0;3;90
32929.751;1020;-0.902;4.90;86;1004084;0;4;32914;28.7;0;3;90
33140.749;1020;-0.819;4.92;87;1004338;0;4;33124;28.7;0;3;90
33213.753;1020;-0.898;4.89;88;1004422;0;4;33198;28.7;0;3;90
33274.749;1020;-0.809;4.93;88;1004494;0;4;33258;28.7;0;3;90
33351.751;1020;-0.731;4.96;88;1004577;0;4;33336;28.7;0;3;90
33432.749;1020;-0.867;4.90;88;1004660;0;4;33416;28.7;0;3;90
33493.749;1020;-0.728;4.95;89;1004721;0;4;33478;28.7;0;3;90
33560.751;1020;-0.826;4.92;89;1004792;0;4;33544;28.7;0;3;90
33621.751;1020;-0.703;4.98;89;1004857;0;4;33606;28.7;0;3;90
33682.753;1020;-0.001;0.94;90;1004907;0;4;33666;28.7;0;3;90
40085.749;1020;-1.217;4.80;84;1004907;0;4;40070;27.7;0;3;90
40146.751;1020;-0.896;4.89;85;1004987;0;4;40130;27.7;0;3;90
40447.753;1020;-0.895;4.88;86;1005353;0;4;40432;28.7;0;3;90
40733.751;1020;-0.811;4.93;87;1005695;0;4;40718;28.7;0;3;90
40829.753;1020;-0.889;4.89;88;1005805;0;4;40814;28.7;0;3;90
40897.749;1020;-0.810;4.92;88;1005879;0;4;40882;28.7;0;3;90
40965.751;1020;-0.910;4.88;89;1005949;0;4;40950;28.7;0;3;90
41026.753;1020;-0.834;4.92;89;1006013;0;4;41010;28.7;0;3;90
41087.749;1020;-0.741;4.95;89;1006074;0;4;41072;28.7;0;3;90
41202.751;1020;-0.740;4.89;89;1006190;0;4;41186;28.7;0;3;90

